id	kritiker_etternavn	kritiker_fornavn	kritiker_kjonn	kritiker_pseudonym	kritiker_kommentar	kritikktype	publikasjon	utgivelsessted	aar	dato	aargang	nummer	bind	hefte	sidetall	utgivelseskommentar	tittel	spraak	kommentar	forfatter_etternavn	forfatter_fornavn	forfatter_kommentar	forfatter_kjonn	verk_tittel	verk_utgivelsessted	verk_dato	verk_sjanger	verk_spraak	verk_kommentar
2996	Knudsen	Chr.	mann			artikkel	Stemninger		1892										Innledning	Smidt	Georg Malchin Alexander		mann	Stemninger	Horten	1892	lyrikk	bokmål	
2997	anonym		ukjent			artikkel	Throndhjems Adressecontors Efterretninger		1871			147								Sommer	Eirik Martin Torvaldsson		mann						
2998	anonym		ukjent			dagskritikk	Throndhjems Adressecontors Efterretninger		1865			70								Sommer	Eirik Martin Torvaldsson	Utgiver	mann	Soga um Sverre Magnus Sigurdsson	Trondhjem	1864	annen skjønnlitteratur	nynorsk	sagn
2999	anonym		ukjent			dagskritikk	Aftenposten		1865			269								Sommer	Eirik Martin Torvaldsson	Utgiver	mann	Soga um Sverre Magnus Sigurdsson	Trondhjem	1864	annen skjønnlitteratur	nynorsk	sagn
3000	Sommerfelt	Harald Vilhelm	mann			artikkel, historie, forfatterportrett	Hans Adolf Brorson som Salmedigter	Kristiania	1892										religiøs kritikk	Brorson	Hans Adolph		mann				lyrikk		salmer
3001	Fyhn	Karl Henry	mann	H. Fyhn		artikkel	Aftenposten		1893			210								Sommerfelt	Harald Vilhelm		mann	Hans Adolph Brorson som salmedigter	Kristiania	1892	annen sakprosa	bokmål	litteraturhistorie
3002	Freihow	Th.	mann			artikkel	Luthersk Kirketidende		1895-1896				5. R., XVIII		381				religiøs kritikk	Sommerfelt	Harald Vilhelm		mann	Novalis. Et digterliv.	Kristiania	1895	biografi/memoarer	bokmål	litteraturhistorie
3003	Holm	Olaf	mann			dagskritikk	Aftenposten		1896			20							religiøs kritikk	Sommerfelt	Harald Vilhelm		mann	Novalis. Et digterliv.	Kristiania	1895	biografi/memoarer	bokmål	litteraturhistorie
3004	Klaveness	Fredrik	mann			dagskritikk	Bergens Tidende		1895			431							religiøs kritikk	Sommerfelt	Harald Vilhelm		mann	Novalis. Et digterliv.	Kristiania	1895	biografi/memoarer	bokmål	litteraturhistorie
3005	Sommerfelt	Harald Vilhelm	mann			dagskritikk	Jarlsberg og Laurviks Amtstidende		1881 flg.										Flere dagskritikker				ukjent						
3006	Bing	Just	mann	J.B.	Kritikernavn usikkert	artikkel	Dagbladet		1886			92								Sommerfelt	Karl Linne		mann	Engelsk literaturhistorie	Kristiania	1886	annen sakprosa	bokmål	
3007	anonym		ukjent			artikkel	Morgenbladet		1886			498								Sommerfelt	Karl Linne		mann	Engelsk literaturhistorie	Kristiania	1886	annen sakprosa	bokmål	
3008			ukjent																	Stabell	Eleonore Wilhelmine		kvinne	Den gode Datter	Christiania	1843	drama	bokmål	utgitt anonymt
3009	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Bergensposten		1885			163								Steendahl	Cornelius Tobias		mann						
3010	anonym		ukjent			dagskritikk	Dagbladet		1869			26								Steendahl	Cornelius Tobias		mann	Hun kommer nok!	Kristiania	1869	fortelling	bokmål	
3011	Stenersen	Andreas N. Hesselberg	mann			artikkel	Den Constitutionelle		1841			48, 51, 52, 53, 54, 57, 58, 60					Om Psalmesagen						ukjent						
3012	Stenersen	Laurentius Borschenius	mann			artikkel, historie	Catul's Digtning. Oplyst i dens Sammenhæng med den tidligere græske og latinske Literatur	Kristiania	1887											Catullus			mann						
3013	Stenersen	Laurentius Borschenius	mann			artikkel, historie	Udsigt over den romerske Satires forskjellige Arter og deres Oprindelse	Kristiania	1887							egenpublisert			Genreteori				ukjent						
3014	Thrap	D.	mann			artikkel, debatt a	Morgenbladet		1895			414							religiøs kritikk	Storjohann	Johan C.H.		mann	Psalmernes Bog historisk belyst og i oprindelig poetisk Form	Kristiania	1894	annen sakprosa	bokmål	religiøs litteratur
3015	Storjohann	Johan C.H.	mann			artikkel, debatt b	Morgenbladet		1895			438, 442							religiøs kritikk	Storjohann	Johan C.H.		mann	Psalmernes Bog historisk belyst og i oprindelig poetisk Form	Kristiania	1894	annen sakprosa	bokmål	religiøs litteratur
3016	Storm	Gustav	mann			artikkel, historie, debatt	Om den gamle norrøne Literatur. Et Indlæg i Striden mellem Docent Grundtvig og den norske historiske Skole	Christiania	1869							egenpublisert							ukjent						
3017			ukjent																Anmeldt i danske og tyske tidsskrifter	Storm	Gustav		mann	Sagnkredserne om Karl den Store og Didrik af Bern	Kristiania	1874	annen sakprosa	bokmål	litteraturhistorie
3018	Storm	Gustav	mann			artikkel	Christiania Videnskabs-selskabs Forhandlinger		1876			4				egenpublisert				Friis	Peder Claussøn		mann						
3019	Storm	Gustav	mann			artikkel, historie	Den hellige Kong Haakon og Folke-Visen om hans Død	Christiania	1877							egenpublisert			Om folkediktning				ukjent						
3020	Storm	Gustav	mann			artikkel, historie, forfatterportrett	Om Peder Claussøn Friis og hans skrifter. Indledning til den norske historiske Forenings Udgave af hans Skrifter		1881										Innledning	Friis	Peder Claussøn		mann	Samlede Skrifter	Kristiania	1881	annen skjønnlitteratur	bokmål	Utgiver: Gustav Storm
3021	Storm	Gustav	mann		Utgiver															Friis	Peder Claussøn		mann	Samlede Skrifter	Kristiania	1881	annen skjønnlitteratur	bokmål	Utgiver: Gustav Storm
3022	Nielsen	Yngvar	mann			artikkel	Nordisk Tidskrift		1882						331-334				Utgiver: Den Letterstedtske forening	Friis	Peder Claussøn		mann	Samlede Skrifter	Kristiania	1881	annen skjønnlitteratur	bokmål	Utgiver: Gustav Storm
3023	Storm	Gustav	mann			artikkel, historie	Om de Hamarske Krøniker	Kristiania	1889							egenpublisert							ukjent						
3024	Storm	Gustav	mann		Utgiver															Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3025	Taranger	Absalon	mann	A.T.		dagskritikk	Morgenbladet		1896			663								Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3026	Drolsum	Axel Charlot	mann			dagskritikk	Morgenbladet		1896			782								Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3027	Holst	Elling	mann			dagskritikk	VG		1897			98								Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3028	Schneider	Johan Andreas	mann	S-r		dagskritikk	Romsdals Budstikke		1896	26. nov										Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3029	Schneider	Johan Andreas	mann			dagskritikk	Romsdals Budstikke		1897	2. okt										Sturlason	Snorre		mann	Norges Kongesagaer	Christiania	1896 flg.	fortelling	bokmål	oversatt av Gustav Storm
3030	Storm	Gustav	mann			artikkel	Læsebog for Folkeskolen		1895		4				64-72				Om Snorre og sagaen				ukjent						
3031	Storm	Gustav	mann			artikkel	Aarbøger for nordisk oldkyndighed og historie		1877						297-346				Om Thidreks saga				ukjent						
3032	Storm	Gustav	mann			artikkel	Arkiv for nordisk Filologi		1882						235-248				Om Jomsvikingesaga				ukjent						
3033	Storm	Gustav	mann			artikkel	Arkiv for nordisk Filologi		1883						172-176					Olsen	B.M.		mann	Runerne i oldislandsk Lit.				bokmål	
3034	Storm	Gustav	mann			artikkel	Arkiv for nordisk Filologi		1884						83-88				Om Kongespeilet				ukjent						
3035	Storm	Gustav	mann			artikkel	Arkiv for nordisk Filologi		1896						107-141				Om Ynglingatal, dets forf. og forf.s tid				ukjent						
3036	Storm	Gustav	mann			artikkel, historie	Tids-Tavler		1874						121-128		Norrøne Litteraturhistorier						ukjent						
3037	Storm	Gustav	mann			artikkel	Aftenbladet		1877			91							Om professorposten i europeisk litteraturhistorie				ukjent						
3038	Storm	Gustav	mann			artikkel, historie	Morgenbladet		1874			142 A, 148 A								Taine	Hippolyte		mann	Den engelske Literaturs Historie	København (?)	1875	annen sakprosa	bokmål	litteraturhistorie
3039	Storm	Johan	mann			artikkel, historie	Morgenbladet		1875			180 A								Løkke	Jakob		mann	Engelske Forfattere i Udvalg		1875	annen skjønnlitteratur	bokmål	antologi
3040	Storm	Johan	mann			dagskritikk	Morgenbladet		1895			33				Ekstranummer				Kleiven	Ivar		mann	Segner fraa Vaagaa	Kristiania	1894	kortprosa	nynorsk	sagn
3041	Scott	Walter	mann			artikkel, historie, forfatterportrett	Fielding og Smollet	Christiania	1829							egenpublisert			Oversettelse H.C. Strøm				ukjent						
3042	anonym		ukjent			artikkel	Nyeste skilderie af Christiania og Stockholm. En politisk, literair og commersiel Tidende		1829			49-52								Scott	Walter		mann	Fielding og Smollet	Christiania	1829	biografi/memoarer	bokmål	oversatt av Strøm, H.C.
3043	Strøm	Henrik Christian	mann			artikkel	Vidar		1834						115-117, 176 flg.		Meteore paa den litterære Himmel						ukjent						
3044	Stub	Paul J.	mann			artikkel, forfatterportrett, nekrolog	Morgenbladet		1845			327								Wergeland	Henrik		mann						
3045	Stub	Paul J.	mann			teaterartikkel	Bergenske Blade		1851			395, 400, 404											ukjent						
3046	Stub	Paul J.	mann			artikkel, debatt a	Bergenske Blade		1851			410								Ibsen	Henrik		mann						
3047	Ibsen	Henrik	mann			artikkel, debatt b	Bergens Stiftstidende		1851			90 flg.								Ibsen	Henrik		mann						
3048	Stub	Paul J.	mann			artikkel, debatt b	Bergens Stiftstidende		1851			411								Ibsen	Henrik		mann						
3049	anonym		ukjent			dagskritikk, debatt a	Christiania-Posten		1848			126								Eberhard	A.G.		mann	Hanna og Kyllingerne	Christiania	1848	fortelling	bokmål	religiøs litteratur, oversatt av Chr.U. Sundt
3050	Sundt	Christian U.	mann			artikkel, debatt b	Christiania-Posten		1848			130								Eberhard	A.G.		mann	Hanna og Kyllingerne	Christiania	1848	fortelling	bokmål	religiøs litteratur, oversatt av Chr.U. Sundt
3051	Sundt	M.	mann			artikkel, forfatterportrett, nekrolog	Moss Tilskuer		1861			75								Sundt	Christian Ulrik		mann						
3052	Johnsen	Chr.	mann			artikkel, forfatterportrett	Norsk Haandlexikon for almennyttige Kundskaber		1879-1866		3				204					Sundt	Christian Ulrik		mann						
3053	Skaar	Johannes Nilsson	mann			artikkel, forfatterportrett	Norsk Salmehistorie		1879-1880		2				604					Sundt	Christian Ulrik		mann						
3054	anonym		ukjent			dagskritikk	Norsk Tidsskrift for Videnskab og Litteratur				7				417				religiøs kritikk	Sundt	Christian Ulrik		mann	Kirkesalmer	Christiania	1855	lyrikk	bokmål	religiøs litteratur
3055	anonym		ukjent			dagskritikk	Folkevennen		1855		4				354				religiøs kritikk	Sundt	Christian Ulrik		mann	Kirkesalmer	Christiania	1855	lyrikk	bokmål	religiøs litteratur
3056	anonym		ukjent			dagskritikk	Den norske Folkeskole		1856			4								Sundt	Christian Ulrik		mann	Kirkesalmer	Christiania	1855	lyrikk	bokmål	religiøs litteratur
3057	Sundt	Christian U.	mann			artikkel	Norsk Tidsskrift for Videnskab og Litteratur		1849		3				38-60					Winsnes	Hanna Olava		kvinne						
3058	Sundt	Christian U.	mann			artikkel	Theologisk Tidsskrift		1848-1849						436-478				religiøs kritikk	Winsnes	Hanna Olava		kvinne	Bibelhistorien, udsat i Vers	Christiania	1847	lyrikk	bokmål	religiøs litteratur
3059	Sundt	Eilert	mann			artikkel	Folkevennen		1859		8				87-127		Selv-Undervisning og Almue-Bibliotheker						ukjent						
3060	Sundt	Eilert	mann			artikkel	Folkevennen		1859		8				371-376		Selv-Undervisning og Almue-Bibliotheker						ukjent						
3061	Sundt	Eilert	mann			artikkel	Folkevennen		1862		12				43-75				Om Almue-bibliotekene				ukjent						
3062	Sundt	Eilert	mann			artikkel	Folkevennen		1863		13				01.01.2017					Homer			mann						
3063	Sundt	Eilert	mann			artikkel	Folkevennen		1863		13				653-670		Bogvæsen						ukjent						
3064	Sundt	Eilert	mann			artikkel	Folkevennen		1863		13				477-480								ukjent						
3065	Sundt	Eilert	mann			artikkel	Folkevennen		1864		14				164-171		Bogvæsen						ukjent						
3066	Sundt	Eilert	mann			artikkel	Minde ved Henrik Wergelands grav	Christiania	1845						01.11.2017				Utgiver: Bernard Kokk	Wergeland	Henrik		mann						
3067	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Aftenposten		1889			555								Sundt	Johan Laurids		mann						
3068	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Morgenbladet		1889			512								Sundt	Johan Laurids		mann						
3069	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Dagbladet		1889			285								Sundt	Johan Laurids		mann						
3070	Roggen	Bernhard	mann			dagskritikk	Christiania-Posten		1856			2704								Sundt	Johan Laurids		mann	Thorarin og Valgerd	Christiania	1856	drama	bokmål	utgitt anonymt
3071	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1859			1								Sundt	Johan Laurids		mann	Christkirken i Nidaros. Digtning.	Christiania	1859	fortelling	bokmål	utgitt anonymt, religiøs litteratur
3072	anonym		ukjent			dagskritikk	Aftenbladet		1859			18								Sundt	Johan Laurids		mann	Christkirken i Nidaros. Digtning.	Christiania	1859	fortelling	bokmål	utgitt anonymt, religiøs litteratur
3073	anonym		ukjent			dagskritikk	Christiania-Posten		1858			355								Sundt	Johan Laurids		mann	Christkirken i Nidaros. Digtning.	Christiania	1859	fortelling	bokmål	utgitt anonymt, religiøs litteratur
3074	anonym		ukjent			dagskritikk	Aftenbladet		1861			216							teaterkritikk	Sundt	Johan Laurids		mann	Nils Lykke	Christiania	1860	drama	bokmål	
3075	Næss	Hans Jørgen	mann			artikkel	Eventyr for folket		1877							Innledning				Sundt	Karen		kvinne	Eventyr for Folket	Porsgrund	1877	kortprosa	bokmål	
3076	anonym		ukjent			dagskritikk	Magne		1884			4								Sundt	Karen		kvinne	Livsbetragtning	Porsgrund	1884	fortelling	bokmål	
3077	Sundt	Karen	kvinne			artikkel	Lister		1888			89 flg.								Ibsen	Henrik		mann						
3078	Sundt	Mikael Chr.Chr.	mann			artikkel	Morgenbladet		1852			123								Wergeland	Henrik		mann						
3079	Sundt	Mikael Chr.Chr.	mann			artikkel	Morgenbladet		1892			15					Kalevala						ukjent				lyrikk		folkediktning
3080	Sundt	Mikael Chr.Chr.	mann			artikkel, historie, debatt	Morgenbladet		1897			24				Ekstranummer				Jæger	Henrik		mann	Illustreret norsk literaturhistorie	Christiania	1896	annen sakprosa	bokmål	
3081	anonym		kvinne			artikkel	Nylænde		1891						321-323					Sundt	Nikoline Konradine		kvinne				lyrikk		
3082	Sundt	Nikoline Konradine	kvinne			artikkel	Nylænde		1888		2				134-136					Hansen	Maurits Christopher		mann						
3083	Sverdrup	Georg	mann	G.S.	Kritikernavn usikkert	artikkel, debatt	Morgenbladet		1830			273							Forsvar for Wergeland mot Welhaven	Wergeland	Henrik	Medforfatter: Welhaven	mann						
3084	Sverdrup	Johan	mann			teaterartikkel	Storthings-Forhandlinger		1857						52	X, s. 52			Om lån til Kristiania teater				ukjent						
3085	Sverdrup	Johan	mann			artikkel	Storthings-Forhandlinger		1877							Dok. nr. 50			Om diktergasjer				ukjent						
3086	Sverdrup	Michael	mann			artikkel	Aftenbladet		1872			307 A								Wergeland	Henrik		mann						
3087	anonym		ukjent			forfatterportrett, dikt	Throndhjems Adressecontors Efterretninger		1863			251								Synnestvedt	Hans Jørgen		mann						
3088	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1861			52								Synnestvedt	Hans Jørgen		mann	Nogle Digte	Trondhjem Christiania	1861	lyrikk	bokmål	
3089	Synnestvedt	Hans Jørgen	mann			teaterartikkel	Samfunds-Blade		1861			1, 4, 6											ukjent						
3090	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Dagbladet		1881			80								Søegaard	Peter Munch		mann						
3091	Vinje	Aasmund Olavsson	mann			artikkel, forfatterportrett, nekrolog	Dølen		1881			8				Sp. 2				Søegaard	Peter Munch		mann						
3092	anonym		ukjent			dagskritikk	Skilling-Magazin		1868						810 flg.					Søegaard	Peter Munch		mann	I Fjeldbygderne	Christiania	1868	fortelling	bokmål	
3093	Vinje	Aasmund Olavsson	mann			dagskritikk	Dølen		1868		6	37								Søegaard	Peter Munch		mann	I Fjeldbygderne	Christiania	1868	fortelling	bokmål	
3094	anonym		ukjent			dagskritikk	Morgenbladet		1868			348								Søegaard	Peter Munch		mann	I Fjeldbygderne	Christiania	1868	fortelling	bokmål	
3095	anonym		ukjent			dagskritikk	Bergens Tidende		1872			279								Søegaard	Peter Munch		mann	Einbu-Guten	Christiania	1872	fortelling	bokmål	
3096	Sørensen	Gjert	mann			artikkel, selvbiografi	Religiøse Digte													Sørensen	Gjert		mann	Religiøse Digte, tilligemed Forfatterens Levnet			lyrikk	bokmål	på UB, manus 4to, No. 647, for utga et par små lyriske verker, religiøs litteratur
3097	Sørensen	Kristofer Mathias	mann			dagskritikk	Stavangeren		1870 flg.										flere dagskritikker				ukjent						
3098	Sørensen	Kristofer Mathias	mann			dagskritikk	Budstikken		1884-1887										flere dagskritikker				ukjent						
3099	Sørensen	Kristofer Mathias	mann			artikkel, forfatterportrett	Husmoderen		1896						149 flg.					Nilsen	Karen		kvinne						
3100	Sørensen	Nikolai J.	mann			artikkel, historie, debatt	Fremtidens Muligheder, eller "Over Evne". Anden Fredsbog. Om Fremskridt og Tilbagegang. Et Blik paa vor Literatur	Kristiania	1896							egenpublisert							ukjent						
3101	Sørensen	Nikolai J.	mann			artikkel	Nordisk Maanedskrift for folkelig og kristelig Oplysning		1878		1				308-318					Asbjørnsen	Peter Christen		mann				kortprosa		eventyr
3102	Sørensen	Nikolai J.	mann			artikkel	Aftenbladet		1871			18					Salmerne skal være Poesier		religiøs kritikk				ukjent				lyrikk		salmer
3103	Sørensen	Nikolai J.	mann			artikkel	Dagbladet		1876			304								Brandes	Georg		mann						
3104	Sørensen	Nikolai J.	mann			artikkel, forfatterportrett	VG		1873			89								Schulze	Hans Henrik Schreiber		mann						
3105	Sørensen	Nikolai J.	mann			teaterartikkel	For By og Bygd. Literært Maanedsskrift		1871								Bjørnson og det norske Teater			Bjørnson	Bjørnstjerne		mann						
3106			ukjent																	Sørensen	Nicolai Julius		mann		Fredrikstad	1880	lyrikk		trykt i Østlandsk Tidende No. 111, 115, Fredrikstad, for fengslet!
3107	Sørensen	Nikolai J.	mann			artikkel	Bogvennen		1897						04.10.2012					Kristofersen	Kristofer		mann						
3108	anonym		ukjent			artikkel	Morgenbladet		1882			337 B								Tellefsen	Johan Cornelius	Utgiver	mann	Niels Svendsøn Chronichs Tre aandelige Sange	Kristiania	1882	lyrikk	bokmål	religiøs litteratur, først utgitt i København 1649
3109	Tellefsen	Johan Cornelius	mann			artikkel, historie	Udkast...til en norsk Bogtrykker-Historie		u.å.										UBO, Fol. nr. 564, 4to nr. 819 (T. døde 1897)				ukjent						
3110	Tellefsen	Johan Cornelius	mann			bibliografi historie	Bibliogr. Samlinger til d. æ. da.-no. litt.hist.		u.å.										UBO, 4to nr. 820, nr. 147 8vo (T. døde 1897)				ukjent						
3111	anonym		ukjent			artikkel, forfatterportrett	Nora		1893			9								Telnes	Jørund		mann						
3112	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Varden		1892			21								Telnes	Jørund		mann						
3113	anonym		ukjent			dagskritikk	Dagbladet		1877			293 B								Telnes	Jørund		mann	Sterkenils	Kristiania	1877	fortelling	nynorsk	
3114	anonym		ukjent			dagskritikk	Fedraheimen		1878						86			nynorsk		Telnes	Jørund		mann	Rupe-Ber	Hamar	1878	lyrikk	nynorsk	
3115			ukjent																	Telnes	Jørund		mann	Kvæe	Kristiania	1878	lyrikk	bokmål	
3116	Thaasen	Johan Edv.	mann			artikkel	Tidskrift for Philologi og Pædagogik	København	1863						71-73					Aischylos			mann						
3117	Thaasen	Johan Edv.	mann			artikkel	Tidskrift for Philologi og Pædagogik		1863						95-106					Homer			mann						
3118	Thaasen	Johan Edv.	mann			artikkel	Tidskrift for Philologi og Pædagogik		1863						152-157					Homer			mann	Odysseen			annen skjønnlitteratur	bokmål	
3119	anonym		ukjent			artikkel, forfatterportrett, nekrolog	Aftenposten		1885			188 A								Thaulow	Nicoline Andrea Margrethe Line		kvinne						
3120	Skavlan	Olaf	mann		Kritikernavn usikkert	dagskritikk	Aftenbladet		1861			304							Usignert	Thaulow	Nicoline Andrea Margrethe Line		kvinne	Drøm og Virkelighed	Christiania	1861	fortelling	bokmål	utgitt anonymt
3121	Thinn	Otto Chr.	mann			artikkel	Indførelse i kirkelige Salmer efter Landstads Salmebog	Kristiania	1880										religiøs kritikk	Landstad	Magnus Brostrup		mann				lyrikk		salmer
3122	Krohg	Otto Theodor	mann			artikkel	Morgenbladet		1881			286								Thinn	Otto Chr.		mann	Indførelse i kirkelige Salmer	Kristiania	1880	annen sakprosa	bokmål	religiøs litteratur
3123	anonym		ukjent			artikkel	Norsk Skoletidende		1882						244					Thinn	Otto Chr.		mann	Indførelse i kirkelige Salmer	Kristiania	1880	annen sakprosa	bokmål	religiøs litteratur
3124	Thinn	Otto Chr.	mann			dagskritikk	Morgenbladet		1900			74								Ibsen	Henrik		mann	Naar vi døde vaagner	København	1899	drama	bokmål	
3125	Thommessen	Olaus Anton	mann			dagskritikk	Tids-Tavler		1874 flg.										flere dagskritikker				ukjent						
3126	Thommessen	Olaus Anton	mann			artikkel, debatt	Nyt norsk Tidsskrift		1877						317-318					Brandes	Georg		mann	Hovedstrømninger i det 19de Aarhundredes Literatur. I: Emigrantliteraturen	København	1872	annen sakprosa	dansk	litteraturhistorie
3127	Thommessen	Olaus Anton	mann			teaterartikkel, dikt	Dagbladet		1870			134							Til Laura Gundersen				ukjent						
3128	Thoresen	Anna Magdalene	kvinne			artikkel, selvbiografi	Illustreret Tidende	København	1898-1899						605-606			dansk		Thoresen	Anna Magdalene		kvinne						
3129	Brandes	Georg	mann			artikkel, forfatterportrett	Illustreret Tidende	København	1865-1866						245-246			dansk		Thoresen	Anna Magdalene		kvinne						
3130	Tschudi	Clara	kvinne			artikkel, forfatterportrett	Morgenbladet		1895			46, 47				Ekstranummer			Opptrykk i C.T.: Silhouetter (Kra 1898)	Thoresen	Anna Magdalene		kvinne						
3131	Jæger	Henrik	mann			artikkel, historie	Illustreret norsk literaturhistorie		1896		2				929-930					Thoresen	Anna Magdalene		kvinne						
3132	Rolfsen	Johan Nordahl Brun	mann			artikkel, historie	Norske Digtere		1886						510-513					Thoresen	Anna Magdalene		kvinne						
3133	Dietrichson	Lorentz	mann			artikkel, historie	Svundne Tider		1894 (-1917)		1				70-71					Thoresen	Anna Magdalene		kvinne						
3134	Hansen	Johan Daniel Irgens	mann			artikkel, forfatterportrett	Samtiden	Bergen	1890		1				57-66					Thoresen	Anna Magdalene		kvinne						
3135	Jakobe		kvinne			artikkel, forfatterportrett	Magdalene Thoresen	København	1895											Thoresen	Anna Magdalene		kvinne						
3136	anonym		ukjent		Kvinnelig kritiker?	artikkel	Kvinden og Samfundet	København	1899						93-108					Thoresen	Anna Magdalene		kvinne						
3137	anonym		ukjent			artikkel	Husmoderen		1899						181					Thoresen	Anna Magdalene		kvinne						
3138	anonym		ukjent			artikkel	Aftenbladet		1867			299								Thoresen	Anna Magdalene		kvinne						
3139	anonym		ukjent			artikkel	Aftenbladet		1868			89								Thoresen	Anna Magdalene		kvinne						
3140	anonym		ukjent			teaterkritikk	Bergens Stiftstidende		1852			103								Thoresen	Anna Magdalene		kvinne	Et Vidne		1852	drama	bokmål	oppført 1852 flg.
3141	Steen	J.	mann		Kritikernavn usikkert	teaterkritikk	Bergenske Blade		1852			118								Thoresen	Anna Magdalene		kvinne	Et Vidne		1852	drama	bokmål	oppført 1852 flg.
3142	anonym		ukjent			teaterkritikk	Bergensposten		1854			81, 82								Thoresen	Anna Magdalene		kvinne	Et Vidne		1852	drama	bokmål	oppført 1852 flg.
3143	anonym		ukjent			teaterkritikk	Bergens Stiftstidende		1853			30								Thoresen	Anna Magdalene		kvinne	Kongedatterens Bøn		1853	drama	bokmål	utrykt, men oppført
3144	Steen	J.	mann		Kritikernavn usikkert	teaterkritikk, debatt a c	Bergenske Blade		1853			32, 35								Thoresen	Anna Magdalene		kvinne	Kongedatterens Bøn		1853	drama	bokmål	
3145	anonym		ukjent			teaterartikkel, debatt b d	Bergens Stiftstidende		1853			33, 36								Thoresen	Anna Magdalene		kvinne	Kongedatterens Bøn		1853	drama	bokmål	utrykt, men oppført
3146			ukjent																	Thoresen	Anna Magdalene	Oversetter	kvinne	Adrienne Lecouvreur			drama	bokmål	av Scribe og Legoure
3147	anonym		ukjent			teaterkritikk	Bergensposten		1855			124, 129								Thoresen	Anna Magdalene		kvinne	Hr. Money		1855	drama	bokmål	vaudeville, utrykt
3148	anonym		ukjent			teaterkritikk, debatt a c	Bergenseren		1860			3, 11								Thoresen	Anna Magdalene		kvinne	Lys og Skygge		1859	drama	bokmål	utrykt, men oppført
3149	anonym		ukjent			teaterartikkel, debatt b	Aftenbladet		1860			18								Thoresen	Anna Magdalene		kvinne	Lys og Skygge		1859	drama	bokmål	utrykt, men oppført
3150	Brandes	Georg	mann	G.B.		teaterartikkel, debatt d	Illustreret Tidende	København	1865-1866		7				246			dansk		Thoresen	Anna Magdalene		kvinne	Lys og Skygge		1859	drama	bokmål	utrykt, men oppført
3151	Dietrichson	Lorentz	mann			dagskritikk	Aftenbladet		1860			157								Thoresen	Anna Magdalene		kvinne	Digte af en Dame	Bergen	1860	lyrikk	bokmål	utgitt anonymt 2-1861, utgitt av Bjørnson
3152	Dietrichson	Lorentz	mann			artikkel, debatt d	Aftenbladet		1860			196								Thoresen	Anna Magdalene		kvinne	Digte af en Dame	Bergen	1860	lyrikk	bokmål	utgitt anonymt 2-1861, utgitt av Bjørnson
3153	anonym		ukjent			dagskritikk	Illustreret Nyhedsblad		1863						4					Thoresen	Anna Magdalene		kvinne	Fortællinger	København	1863	fortelling	bokmål	
3154	Rosenberg	P.A.	mann	P.A.R.		artikkel	Literatur og Kritik. Et Tidsskrift	København	1889		1				584-588			dansk		Thoresen	Anna Magdalene		kvinne	Studenten	København	1888	fortelling	bokmål	
3155	Rosenberg	Carl	mann			dagskritikk	Fædrelandet		1864			49						dansk		Thoresen	Anna Magdalene		kvinne	Signes Historie	København	1864	fortelling	bokmål	
3156	anonym		ukjent			dagskritikk	Illustreret Tidende	København			10				107					Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
3157	Petersen	Clemens	mann			dagskritikk	Fædrelandet		1869			43						dansk		Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
3158	anonym		ukjent			dagskritikk	Morgenbladet		1869			323								Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
3159	Reinhardt	Mathilde	kvinne			artikkel	Familie-Erindringer. 1831-1856		1831-1856						148					Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
3160	anonym		ukjent			parodi	Solen i Tomtegaden eller Digterklubben		1869	20. mar									Utrykt, men oppført. Jfr. Aftenbladet 1869 nr. 67, 69; C. Tschudi: Silhouetter s. 24	Thoresen	Anna Magdalene		kvinne	Solen i Siljedalen	København	1868	fortelling	bokmål	
3161	Bøgh	Erik	mann			teaterkritikk	Folkets Avis	København	1870			98						dansk		Thoresen	Anna Magdalene		kvinne	Et rigt Parti	København	1870	drama	bokmål	
3162	Elster	Kristian d.e.	mann	K.E.		teaterkritikk	Aftenbladet		1870			119								Thoresen	Anna Magdalene		kvinne	Et rigt Parti	København	1870	drama	bokmål	
